1	3
1	5
1	8
1	10
1	12
1	15
1	19
1	21
1	22
1	24
2	4
2	6
2	7
2	10
2	13
2	14
2	15
2	19
2	20
2	24
2	40
3	4
3	5
3	6
3	10
3	11
3	16
3	17
3	19
3	20
3	24
4	7
4	9
4	10
4	12
4	14
4	16
4	17
4	19
4	21
4	22
4	24
5	7
5	8
5	13
5	16
5	19
5	20
5	22
6	9
6	10
6	16
6	17
6	23
6	24
7	8
7	10
7	11
7	14
7	24
7	34
8	10
8	12
8	16
8	20
8	22
8	23
9	10
9	12
9	15
9	18
9	21
10	11
10	13
10	17
10	18
10	20
11	17
11	18
11	19
11	20
12	16
12	17
12	20
12	23
13	16
13	17
13	19
13	23
14	17
14	18
14	20
15	18
15	21
15	23
16	21
17	20
17	23
18	20
18	22
19	24
21	27
24	25
24	26
24	27
24	28
24	29
24	30
27	28
28	30
30	36
31	32
31	33
31	38
31	35
32	33
32	40
33	34
33	37
33	36
34	35
34	40
34	39
35	36
35	38
35	37
36	37
37	40
38	39
38	40
38	30
38	39
