1	30
1	124
1	133
1	97
1	119
1	31
1	71
2	118
2	70
2	63
2	93
2	106
2	57
2	55
2	24
3	168
3	174
3	185
3	209
4	31
4	127
4	101
5	24
5	38
5	147
5	148
5	119
5	93
5	64
6	139
6	77
6	90
6	26
6	39
6	38
7	59
7	147
7	87
7	58
7	105
7	49
8	51
8	156
8	48
8	25
8	75
9	121
9	127
9	62
9	81
9	42
9	57
9	41
9	143
10	128
10	115
10	49
10	151
11	33
11	139
11	28
11	148
11	62
11	76
12	65
12	70
14	151
14	39
14	118
14	54
14	149
14	58
15	69
15	53
15	37
15	130
16	28
16	7
16	138
16	159
16	141
19	80
19	13
19	136
19	148
19	38
19	81
19	4
19	20
20	136
20	71
21	55
21	34
21	41
21	1
21	9
22	46
22	141
22	3
22	125
22	83
22	85
25	74
25	146
25	135
25	112
26	2
26	61
26	75
26	61
26	73
27	128
27	152
27	144
27	67
27	105
27	159
27	9
28	107
28	80
28	154
28	145
29	84
29	89
29	96
29	55
29	51
29	66
30	84
30	147
30	125
30	55
30	128
30	160
30	5
31	95
31	76
31	21
31	8
31	121
31	52
31	32
32	121
32	66
32	19
33	89
33	128
33	135
33	45
34	126
34	89
35	24
35	143
36	71
36	17
37	32
37	98
37	108
37	134
37	67
38	72
38	72
39	47
39	107
39	118
39	156
39	92
40	132
40	47
40	41
40	150
40	124
40	16
40	134
40	43
42	133
42	119
42	156
42	150
42	136
43	201
43	202
43	203
43	204
43	205
44	124
44	47
45	62
46	147
47	48
47	25
47	94
48	128
48	42
49	143
49	76
49	60
49	102
49	77
49	71
49	160
50	106
50	178
50	169
50	193
51	109
51	104
51	105
51	92
52	53
52	90
52	94
52	94
53	110
53	79
53	145
53	23
53	124
53	12
54	100
54	35
54	111
54	137
54	108
54	79
55	98
55	142
56	128
56	133
56	89
57	154
57	120
58	99
59	99
59	151
59	64
59	115
59	66
60	67
60	58
60	85
60	61
60	156
60	159
60	74
64	157
67	120
67	101
67	71
67	145
68	100
68	140
69	117
69	160
69	111
71	144
71	110
72	150
72	90
72	86
72	140
73	138
73	147
73	109
73	107
73	75
74	152
74	87
74	158
74	160
75	131
75	113
75	157
75	134
75	138
78	85
78	65
78	86
78	46
78	4
79	20
79	60
79	94
80	68
80	72
80	154
80	37
81	140
81	10
81	63
81	39
81	101
81	44
81	44
82	57
82	144
82	52
82	47
84	59
84	95
84	141
84	72
86	159
86	85
86	109
86	89
87	125
87	49
87	85
88	161
88	168
88	174
88	173
88	192
89	63
89	93
89	70
90	36
91	150
92	162
92	163
92	168
92	177
93	108
93	155
93	35
93	110
95	76
95	129
95	111
95	130
96	147
96	95
96	65
96	123
96	156
97	178
98	141
98	121
98	123
98	91
98	105
98	149
99	118
100	115
100	151
100	83
100	40
100	36
100	44
100	78
102	65
103	9
103	36
103	121
104	87
104	69
104	152
104	88
104	99
105	139
105	147
105	52
105	79
106	90
107	140
107	28
107	71
107	148
107	15
107	19
107	47
107	53
109	40
109	138
109	30
109	134
