1	13
1	11
1	6
1	3
1	4
1	5
1	15
1	14
1	7
1	8
1	12
1	9
1	10
1	16
2	1
2	18
2	19
2	20
2	21
2	22
2	23
2	24
2	25
2	26
2	27
2	28
2	29
2	30
2	31
2	32
2	33
2	34
2	35
2	36
2	37
2	38
2	39
2	40
2	41
2	42
2	43
2	44
2	45
2	46
2	47
2	48
2	49
2	50
2	51
2	52
2	53
2	54
2	55
2	56
2	57
2	58
2	16
2	59
2	60
2	61
2	62
2	63
2	64
2	65
2	66
2	67
2	68
2	69
2	70
2	71
2	72
2	73
2	74
2	75
2	76
2	77
2	78
2	79
2	80
2	81
2	82
2	83
2	84
2	85
2	86
2	87
2	88
2	89
2	90
2	91
2	92
2	93
2	94
2	95
2	96
2	97
2	98
2	99
2	100
2	101
2	102
2	103
2	104
2	105
2	106
2	107
2	108
2	109
2	110
2	111
2	112
2	113
2	114
2	115
2	116
2	117
2	118
2	119
2	120
2	121
2	122
2	123
2	124
2	125
2	126
2	127
2	128
2	129
2	130
2	131
2	132
2	133
2	134
2	135
2	136
2	137
2	138
2	139
2	140
2	141
2	142
2	143
2	144
2	145
2	146
2	147
2	148
2	149
2	150
2	151
2	152
2	153
2	154
2	155
2	156
2	157
2	158
2	159
2	160
2	161
2	162
2	163
2	164
2	165
2	166
2	167
2	168
2	169
2	170
2	171
2	172
2	173
3	1
4	1
5	1
5	178
5	175
5	179
5	180
5	182
5	183
5	174
5	184
5	185
5	181
5	176
5	187
5	188
6	1
7	1
7	225
7	217
7	206
7	203
7	207
7	194
7	208
7	204
7	202
7	193
7	201
7	211
7	221
7	21
7	90
7	13
7	227
7	191
7	200
7	199
7	198
7	205
7	219
7	212
7	220
7	192
7	218
7	213
7	210
7	209
7	228
7	224
7	222
7	229
7	230
7	231
7	226
7	214
7	232
7	233
7	234
7	235
7	236
8	1
9	1
9	350
10	1
10	286
10	288
10	285
10	33
10	241
10	282
10	283
10	238
10	190
10	242
10	268
10	269
10	253
10	261
10	290
10	60
10	251
10	249
10	250
10	247
10	244
10	248
10	245
10	260
10	277
10	264
10	258
10	294
10	295
10	265
10	275
10	267
10	262
10	62
10	293
10	266
10	291
10	271
10	272
10	284
10	259
10	254
10	273
10	257
10	279
10	263
10	274
10	255
10	270
10	280
10	278
10	134
10	276
10	208
10	296
10	297
10	298
10	299
10	300
10	301
10	302
10	303
10	304
10	305
10	236
11	1
11	310
11	309
11	308
11	313
11	316
11	333
11	331
11	319
11	322
11	320
11	307
11	221
11	332
11	306
11	315
11	314
11	324
11	323
11	336
11	334
11	335
11	321
11	327
11	213
11	330
11	326
11	325
11	318
11	328
11	317
11	338
11	337
11	311
11	339
11	312
11	340
11	341
11	342
11	343
11	344
11	345
11	346
11	347
11	348
12	1
12	349
12	350
12	351
12	352
12	353
12	354
12	355
12	356
12	357
12	358
12	359
12	360
12	361
12	362
12	363
12	364
12	365
12	366
12	367
12	368
12	376
12	377
12	378
12	379
12	380
12	381
12	382
12	383
12	384
13	1
13	7
13	392
13	407
13	408
13	396
13	397
13	398
13	411
13	399
13	412
13	402
13	403
13	404
13	405
14	1
14	350
15	1
16	2
16	423
16	424
17	10
17	436
17	437
17	438
17	439
17	261
17	440
17	441
17	442
17	443
17	444
17	445
17	446
17	447
18	451
18	46
18	40
18	461
18	91
18	2
18	22
18	43
18	462
18	450
18	455
18	106
18	459
18	460
18	92
18	463
18	29
18	448
18	453
18	452
18	163
18	456
18	57
18	56
18	54
18	466
18	124
18	155
18	139
18	153
18	159
18	162
18	467
18	468
18	469
19	57
19	503
19	499
19	60
19	520
19	515
19	163
19	489
19	516
19	513
19	506
19	511
19	534
19	517
19	2
19	501
19	530
19	519
19	488
19	487
19	497
19	529
19	533
19	531
19	535
19	536
19	532
19	521
19	526
19	504
19	140
20	85
20	116
20	100
20	531
21	7
21	40
21	173
21	288
21	99
21	208
21	283
21	60
21	190
21	195
22	18
22	29
22	62
22	47
22	64
22	65
22	94
22	56
22	172
22	155
22	132
22	142
22	156
22	89
22	73
22	101
22	148
22	162
22	106
22	163
22	461
22	466
23	41
23	458
24	47
24	2
24	469
24	63
24	93
24	68
24	46
24	30
24	58
24	74
24	78
24	62
24	109
24	160
24	32
24	117
24	75
24	56
24	132
24	144
24	148
24	80
24	87
24	151
24	154
25	106
25	91
25	2
25	450
25	59
25	37
25	460
25	40
25	241
25	490
25	53
25	124
25	468
25	98
25	61
25	108
25	453
25	159
25	153
25	51
26	515
27	58
27	158
28	114
29	18
29	40
29	153
29	56
29	155
29	57
29	142
29	91
29	75
29	159
29	106
29	162
29	163
29	457
29	461
30	62
30	47
30	63
30	68
30	132
30	58
30	116
30	75
30	163
31	2
31	33
31	51
31	163
31	53
31	91
31	450
31	131
31	130
31	71
31	80
31	133
31	83
31	124
31	125
31	487
31	112
32	37
32	2
32	36
32	68
32	93
32	135
32	137
32	124
32	129
32	96
32	115
33	10
33	31
33	80
33	85
33	279
33	100
33	208
33	268
34	30
34	163
34	504
34	85
34	67
34	2
34	75
34	78
34	152
34	148
35	62
35	55
35	85
35	140
35	96
35	59
35	514
35	535
36	32
36	115
36	2
36	129
36	96
37	25
37	32
37	115
37	163
40	18
40	25
40	29
40	454
40	467
40	461
40	451
40	43
40	459
40	106
40	462
40	98
40	455
40	91
40	21
40	163
40	456
40	139
40	83
40	2
40	124
40	54
40	151
40	153
41	16
41	2
41	66
41	54
41	23
41	57
41	53
41	105
41	121
41	101
41	22
41	149
42	535
42	2
42	486
42	102
43	18
43	40
43	78
43	2
43	56
43	457
43	467
43	46
43	106
43	462
43	172
43	138
43	96
43	168
43	159
43	153
44	107
44	137
44	63
44	125
44	83
44	98
45	85
45	100
46	18
46	30
46	43
46	62
46	168
46	113
46	56
46	132
46	96
46	512
46	469
46	457
47	30
47	62
47	2
47	22
47	451
47	109
47	68
47	73
47	94
47	93
47	96
47	129
47	24
47	160
47	154
47	105
47	132
47	156
49	96
49	135
49	73
49	458
51	31
51	83
51	155
51	91
51	159
51	106
51	453
51	163
51	468
51	461
51	487
52	268
53	25
53	31
54	18
54	29
54	41
54	111
54	94
54	155
54	57
54	73
54	461
55	140
55	96
55	87
55	277
56	18
56	29
56	43
56	168
56	46
56	511
56	22
56	2
56	106
56	462
56	73
56	124
56	101
56	96
56	89
56	469
56	457
57	18
57	19
57	29
57	62
57	153
57	130
57	155
57	2
57	461
57	54
57	106
57	462
57	531
57	162
57	101
57	78
57	124
57	71
57	145
57	133
57	75
57	134
57	127
57	151
57	163
58	27
58	30
58	62
58	63
58	172
58	114
58	68
58	115
58	2
58	81
58	148
58	144
58	101
58	24
59	25
59	63
59	68
59	35
59	2
59	106
60	10
60	19
60	173
60	244
60	99
60	278
60	279
60	263
60	283
60	208
60	238
60	286
60	268
60	300
60	301
60	190
61	31
61	125
61	65
61	83
61	98
61	159
61	161
61	106
61	450
61	487
61	124
61	2
62	10
62	29
62	30
62	47
62	63
62	24
62	268
62	46
62	469
62	22
62	2
62	58
62	57
62	35
62	276
62	460
62	93
62	68
62	78
62	80
62	270
62	154
62	117
62	208
62	140
62	96
62	160
62	56
62	151
62	153
62	163
62	132
62	148
62	162
63	30
63	47
63	62
63	68
63	58
63	75
63	148
63	163
64	137
64	80
64	22
64	2
64	469
64	139
64	46
64	163
65	2
65	22
65	61
65	161
65	133
65	83
66	41
66	47
66	73
66	135
66	458
67	34
67	2
68	30
68	32
68	47
68	62
68	63
68	93
68	113
68	132
68	96
68	58
68	144
68	75
68	148
68	165
70	142
70	162
70	466
71	29
71	31
71	83
71	130
71	57
71	98
71	91
71	106
71	163
72	2
72	129
73	47
73	56
73	172
73	114
73	142
73	89
73	165
73	483
73	461
74	166
74	535
75	29
75	30
75	34
75	62
75	92
75	153
75	137
75	63
75	83
75	57
75	68
75	132
75	87
75	148
75	162
75	163
75	469
76	29
76	92
76	85
76	73
76	99
76	208
76	2
76	110
76	497
76	530
76	90
76	51
78	30
78	34
78	43
78	62
78	63
78	57
78	68
78	132
78	116
